date,xlsx_path,csv_path,excel_row,sample_no,reference,match_method,error
03072026,extracted_desktop/test_bigbatch_03072026.xlsx,extracted_desktop/03072026.CSV,77,1110012956,3.8,missing_position_date_override,No matching instrument batch
