date,sample_no,sample_name,diagnostic_bucket,target_code,expected_rt,corrected_target_rt,found_rt,rt_error,area,width,left_width,right_width,asymmetry,status
02072026,105065793597,O1_105065793597.D,ok_within_0_3,C20:5,8.4,8.391,8.40888559677781,0.0178855967778091,42.35616872084426,0.03308781937216487,0.008331264698659524,0.02475655467350535,2.9715242005800877,matched_c20_fit
02072026,105065793597,O1_105065793597.D,ok_within_0_3,C20:3N8,7.8,7.791,8.465494533897479,0.6744945338974784,268.83732867091726,0.06635784854868554,0.031852382446164285,0.034505466102521254,1.0832930993730567,matched_c20_fit
02072026,105065793597,O1_105065793597.D,ok_within_0_3,C20:4N6,8.4,8.391,8.378674242971558,-0.012325757028442297,2771.1617338462747,0.050554332079149944,0.028674242971558073,0.02188008910759187,1.310517650570664,matched_c20_fit
02072026,105065793597,O1_105065793597.D,ok_within_0_3,C22:6,9.2,9.190999999999999,9.243666666666666,0.052666666666667084,587.4500802506027,0.04466666666666619,0.027999999999998693,0.016666666666667496,1.679999999999838,matched_c22_rule_baseexpand
02072026,105065793597,O1_105065793597.D,ok_within_0_3,C22:5,9.2,9.190999999999999,9.277333333333333,0.08633333333333404,247.58191799086734,0.01966666666666761,0.009666666666666046,0.010000000000001563,1.0344827586209178,matched_c22_rule
02072026,105065793597,O1_105065793597.D,ok_within_0_3,C22:4,9.2,9.190999999999999,9.308,0.11700000000000088,171.5913965456669,0.04233333333333533,0.01533333333333431,0.027000000000001023,1.760869565217346,matched_c22_rule_baseexpand
02072026,105065793597,O1_105065793597.D,ok_within_0_3,C18:1N9C,7.7,7.691000000000001,7.62,-0.07100000000000062,3168.7738019866433,0.03500000000000014,0.015333333333333421,0.01966666666666672,1.28260869565217,matched_c18_rule_valley
02072026,105065793597,O1_105065793597.D,ok_within_0_3,C18:2N6C,7.6,7.591,7.587,-0.004000000000000448,6671.683515108604,0.038000000000000256,0.020333333333333314,0.01766666666666694,1.1509433962263962,matched_rt_valley
02072026,105065793597,O1_105065793597.D,ok_within_0_3,C18:3N3,,,7.648666666666666,,418.8967413850072,0.041999999999999815,0.014333333333332199,0.027666666666667616,1.930232558139754,matched_c18_rule_valley_baseexpand
02072026,928320103302,O2_928320103302.D,ok_within_0_3,C20:5,8.4,8.395000000000001,8.408,0.012999999999998124,132.1810309697378,0.031666666666668064,0.009000000000000341,0.022666666666667723,2.5185185185185404,matched_c20_local
02072026,928320103302,O2_928320103302.D,ok_within_0_3,C20:3N8,7.8,7.795,8.464,0.6690000000000005,328.21969580922917,0.054333333333332234,0.033333333333333215,0.02099999999999902,1.5873015873016558,matched_c20_local
02072026,928320103302,O2_928320103302.D,ok_within_0_3,C20:4N6,8.4,8.395000000000001,8.377666666666666,-0.017333333333334977,2804.9641104611937,0.04699999999999882,0.02566666666666606,0.02133333333333276,1.203125000000004,matched_c20_local
02072026,928320103302,O2_928320103302.D,ok_within_0_3,C22:6,9.2,9.195,9.242333333333335,0.04733333333333434,882.8779508926037,0.04433333333333245,0.02800000000000047,0.01633333333333198,1.7142857142858852,matched_c22_rule_baseexpand
02072026,928320103302,O2_928320103302.D,ok_within_0_3,C22:5,9.2,9.195,9.275333333333334,0.08033333333333381,266.2882662004048,0.03133333333333255,0.016333333333333755,0.014999999999998792,1.0888888888890047,matched_c22_rule_baseexpand
02072026,928320103302,O2_928320103302.D,ok_within_0_3,C22:4,9.2,9.195,9.305666666666667,0.11066666666666691,243.8715885587839,0.04033333333333289,0.015000000000000568,0.02533333333333232,1.6888888888887572,matched_c22_rule_baseexpand
02072026,928320103302,O2_928320103302.D,ok_within_0_3,C18:1N9C,7.7,7.695,7.619666666666666,-0.07533333333333392,4955.853496432342,0.030666666666666842,0.016666666666666607,0.014000000000000234,1.1904761904761663,matched_c18_rule_baseexpand
02072026,928320103302,O2_928320103302.D,ok_within_0_3,C18:2N6C,7.6,7.595,7.586,-0.008999999999999453,8734.464669152474,0.034000000000000696,0.01733333333333409,0.016666666666666607,1.040000000000049,matched_rt_baseexpand
02072026,928320103302,O2_928320103302.D,ok_within_0_3,C18:3N3,,,7.648,,293.3636774845773,0.04366666666666674,0.008000000000000007,0.035666666666666735,4.458333333333338,matched_c18_rule
02072026,105049430801,O3_105049430801.D,ok_within_0_3,C20:5,8.4,8.394,8.406,0.012000000000000455,70.92176891354777,0.031000000000000583,0.007666666666667155,0.023333333333333428,3.043478260869384,matched_c20_local
02072026,105049430801,O3_105049430801.D,ok_within_0_3,C20:3N8,7.8,7.794,8.462666666666667,0.6686666666666676,418.59479173706086,0.05599999999999916,0.033333333333333215,0.022666666666665947,1.470588235294159,matched_c20_local
02072026,105049430801,O3_105049430801.D,ok_within_0_3,C20:4N6,8.4,8.394,8.376333333333333,-0.01766666666666694,2140.6407887036767,0.050333333333332675,0.028333333333332433,0.02200000000000024,1.2878787878787328,matched_c20_local
02072026,105049430801,O3_105049430801.D,ok_within_0_3,C22:6,9.2,9.193999999999999,9.241666666666667,0.04766666666666808,475.61238722074893,0.04399999999999871,0.027666666666666728,0.01633333333333198,1.6938775510205524,matched_c22_rule_tailtight_baseexpand
02072026,105049430801,O3_105049430801.D,ok_within_0_3,C22:5,9.2,9.193999999999999,9.274666666666665,0.08066666666666578,264.55053804905134,0.03166666666666629,0.01633333333333198,0.01533333333333431,1.0652173913041916,matched_c22_rule_tailtight_baseexpand
02072026,105049430801,O3_105049430801.D,ok_within_0_3,C22:4,9.2,9.193999999999999,9.305333333333333,0.1113333333333344,190.62742303842012,0.038333333333333997,0.01533333333333431,0.022999999999999687,1.499999999999884,matched_c22_rule_tailtight_baseexpand
02072026,105049430801,O3_105049430801.D,ok_within_0_3,C18:1N9C,7.7,7.694,7.618333333333334,-0.07566666666666588,3361.4303783108476,0.030666666666666842,0.016666666666667496,0.013999999999999346,1.1904761904763053,matched_c18_rule_baseexpand
02072026,105049430801,O3_105049430801.D,ok_within_0_3,C18:2N6C,7.6,7.593999999999999,7.584666666666666,-0.009333333333333194,4391.857427388431,0.03366666666666607,0.01699999999999946,0.016666666666666607,1.0199999999999712,matched_rt_baseexpand
02072026,105049430801,O3_105049430801.D,ok_within_0_3,C18:3N3,,,7.646333333333333,,155.8432406075925,0.04699999999999882,0.007999999999999119,0.0389999999999997,4.8750000000005,matched_c18_rule
02072026,105067678302,O4_105067678302.D,under_c22_cluster,C20:5,8.4,8.396,8.408333333333333,0.012333333333332419,1264.9708422248991,0.030666666666666842,0.009333333333334082,0.02133333333333276,2.285714285714041,matched_c20_local
02072026,105067678302,O4_105067678302.D,under_c22_cluster,C20:3N8,7.8,7.796,8.464,0.6680000000000001,3235.881083820295,0.07833333333333314,0.03433333333333444,0.04399999999999871,1.2815533980581735,matched_c20_local
02072026,105067678302,O4_105067678302.D,under_c22_cluster,C20:4N6,8.4,8.396,8.379,-0.017000000000001236,16765.57769400614,0.04699999999999882,0.026999999999999247,0.019999999999999574,1.3499999999999912,matched_c20_local
02072026,105067678302,O4_105067678302.D,under_c22_cluster,C22:6,9.2,9.196,9.242333333333335,0.04633333333333489,6237.36730793453,0.07333333333333236,0.05400000000000027,0.019333333333332092,2.7931034482760553,matched_c22_rule
02072026,105067678302,O4_105067678302.D,under_c22_cluster,C22:5,9.2,9.196,9.275333333333334,0.07933333333333437,1724.5227007760852,0.03133333333333255,0.016333333333333755,0.014999999999998792,1.0888888888890047,matched_c22_rule_baseexpand
02072026,105067678302,O4_105067678302.D,under_c22_cluster,C22:4,9.2,9.196,9.305333333333333,0.10933333333333373,1529.7986465826473,0.04899999999999949,0.013999999999999346,0.03500000000000014,2.500000000000127,matched_c22_rule
02072026,105067678302,O4_105067678302.D,under_c22_cluster,C18:1N9C,7.7,7.696000000000001,7.628333333333334,-0.06766666666666676,44476.12037129088,0.028999999999999915,0.016666666666667496,0.012333333333332419,1.3513513513515187,matched_c18_rule_baseexpand
02072026,105067678302,O4_105067678302.D,under_c22_cluster,C18:2N6C,7.6,7.596,7.594666666666667,-0.0013333333333331865,56341.711577566224,0.03833333333333222,0.0216666666666665,0.01666666666666572,1.300000000000064,matched_rt_baseexpand
02072026,105067678302,O4_105067678302.D,under_c22_cluster,C18:3N3,,,7.653333333333332,,3220.434391909238,0.040000000000000036,0.006333333333332192,0.033666666666667844,5.315789473685355,matched_c18_rule
